timestamp,exchange,open,high,low,close,volume,trade_count,vwap,9_EMA,21_EMA,golden_cross,death_cross,up_moves,down_moves,rsi,upper_bound,lower_bound,buy
2022-03-01 06:13:00+00:00,CBSE,2892.27,2896.51,2892.21,2894.85,101.87997922,343,2894.2464517198,2894.5191920124735,2897.4039735040997,0,1,2.5799999999999272,0.0,27.885304659498132,0,0,0
2022-03-01 06:14:00+00:00,CBSE,2895.3,2898.02,2894.1,2895.55,127.57297841,274,2896.1947436139,2894.7328717990995,2897.182383596069,0,1,0.7000000000002728,0.0,29.07168037602858,0,0,0
2022-03-01 06:15:00+00:00,CBSE,2895.55,2900.99,2895.55,2900.51,118.61128273,417,2898.8882849657,2895.9217617154304,2897.5690423994756,0,1,4.960000000000036,0.0,37.863229189425866,0,0,0
2022-03-01 06:16:00+00:00,CBSE,2900.08,2902.99,2898.6,2902.04,109.98533623,326,2901.1764528065,2897.1735982245236,2898.0757406350895,0,1,1.5299999999997453,0.0,42.853896841626984,0,0,0
2022-03-01 06:17:00+00:00,CBSE,2902.22,2906.68,2901.48,2906.44,69.26870096,332,2904.3905474711,2899.060876767389,2899.002882456078,1,0,4.400000000000091,0.0,45.87906176027555,0,0,0
2022-03-01 06:18:00+00:00,CBSE,2906.37,2906.37,2903.67,2904.94,44.18940456,291,2904.7008968321,2900.2538946130317,2899.6481222821844,1,0,0.0,1.5,44.328389387925846,0,0,0
2022-03-01 06:19:00+00:00,CBSE,2904.94,2905.7,2902.44,2905.7,72.92286957,254,2904.0448829442,2901.3558200254693,2900.294350723915,1,0,0.7599999999997635,0.0,51.511600656198695,1,0,1
2022-03-01 06:20:00+00:00,CBSE,2905.7,2906.29,2903.47,2905.66,94.46390106,318,2904.8183646042,2902.224669744579,2900.858350654345,1,0,0.0,0.03999999999996362,52.97662087249914,1,0,1
2022-03-01 06:21:00+00:00,CBSE,2905.36,2906.14,2904.06,2905.54,127.49383154,267,2905.141485653,2902.8926647286685,2901.343561316494,1,0,0.0,0.11999999999989086,60.4178119846068,1,0,1
2022-03-01 06:22:00+00:00,CBSE,2905.36,2907.23,2905.0,2906.35,64.71914272,316,2906.0358939815,2903.5882377211674,2901.8559102960926,1,0,0.8099999999999454,0.0,69.75818794000585,1,0,1
2022-03-01 06:23:00+00:00,CBSE,2906.29,2910.38,2905.78,2909.92,87.76384776,253,2908.1696630921,2904.860598731925,2902.6718479147444,1,0,3.5700000000001637,0.0,74.90764421710738,1,0,1
2022-03-01 06:24:00+00:00,CBSE,2909.91,2910.52,2908.91,2909.83,62.98119551,268,2909.74828024,2905.8582479979045,2903.3887568380856,1,0,0.0,0.09000000000014552,93.7744574884383,1,0,1
2022-03-01 06:25:00+00:00,CBSE,2909.84,2909.85,2902.7,2903.43,317.94853814,352,2905.9006752535,2905.3711261629146,2903.3928496234507,1,0,0.0,6.400000000000091,74.27398989898948,1,0,1
2022-03-01 06:26:00+00:00,CBSE,2903.42,2907.24,2903.42,2906.14,71.05372584,320,2906.2029626457,2905.525273636052,2903.66321328049,1,0,2.7100000000000364,0.0,72.98641034139851,1,0,1
2022-03-01 06:27:00+00:00,CBSE,2905.96,2909.28,2905.96,2908.31,55.14647602,307,2908.3738088841,2906.0832982854918,2904.1171241358948,1,0,2.1700000000000728,0.0,72.61424731182785,1,0,1
2022-03-01 06:28:00+00:00,CBSE,2908.31,2911.26,2907.83,2910.98,52.39650312,242,2908.950012622,2907.0641564328603,2904.78299825224,1,0,2.6700000000000728,0.0,74.31452883706245,1,0,1
2022-03-01 06:29:00+00:00,CBSE,2911.03,2911.86,2909.39,2910.39,57.01325264,309,2910.6745070351,2907.730149605903,2905.323713279834,1,0,0.0,0.5900000000001455,68.05555555555483,1,0,1
2022-03-01 06:30:00+00:00,CBSE,2910.46,2911.43,2909.8,2911.18,51.24085072,367,2910.4902419382,2908.420803675383,2905.8853642590097,1,0,0.7899999999999636,0.0,67.16754320060059,1,0,1
2022-03-01 06:31:00+00:00,CBSE,2910.68,2913.75,2910.21,2913.7,104.19914438,317,2911.471208757,2909.4774801256417,2906.6311058310243,1,0,2.519999999999982,0.0,64.67259498787328,1,0,1
2022-03-01 06:32:00+00:00,CBSE,2913.41,2914.81,2912.49,2913.13,111.06356324,338,2913.5802122561,2910.2084474060694,2907.2484972694956,1,0,0.0,0.569999999999709,67.19865602687962,1,0,1
2022-03-01 06:33:00+00:00,CBSE,2913.06,2915.79,2912.79,2913.32,71.79832743,292,2914.8426551504,2910.83107363386,2907.8229370809736,1,0,0.19000000000005457,0.0,66.39414802065463,1,0,1
2022-03-01 06:34:00+00:00,CBSE,2913.47,2915.02,2911.72,2912.56,105.49203071,417,2913.5323175879,2911.1769992311806,2908.2694685875267,1,0,0.0,0.7600000000002183,64.39899833055081,1,0,1
2022-03-01 06:35:00+00:00,CBSE,2912.63,2914.7,2912.63,2912.92,52.57660854,263,2913.3741273919,2911.525712548886,2908.7063778280253,1,0,0.36000000000012733,0.0,65.24793388429728,1,0,1
2022-03-01 06:36:00+00:00,CBSE,2913.12,2913.5,2910.87,2911.47,69.4630531,385,2912.3425920891,2911.5145671455966,2908.965228580664,1,0,0.0,1.4500000000002728,60.30595813204443,1,0,1
2022-03-01 06:37:00+00:00,CBSE,2911.37,2911.37,2907.26,2910.41,73.96588435,380,2909.052140625,2911.293607825022,2909.100179326683,1,0,0.0,1.0599999999999454,51.097178683385046,1,0,1
2022-03-01 06:38:00+00:00,CBSE,2910.38,2910.6,2907.86,2908.93,21.84573747,262,2909.0573644112,2910.820807702623,2909.084323102454,1,0,0.0,1.4800000000000182,48.10286677908923,0,0,0
2022-03-01 06:39:00+00:00,CBSE,2909.03,2914.24,2908.23,2914.02,49.99300378,290,2912.3015314045,2911.460731222524,2909.5431589472555,1,0,5.0900000000001455,0.0,73.62784471218158,1,0,1
2022-03-01 06:40:00+00:00,CBSE,2913.73,2915.16,2910.52,2914.91,69.93383739,378,2912.8509662315,2912.150658343655,2910.0410544663428,1,0,0.8899999999998727,0.0,71.29674599319992,1,0,1
2022-03-01 06:41:00+00:00,CBSE,2914.72,2915.03,2911.21,2913.18,34.78242068,306,2912.6702427939,2912.3565441897545,2910.331720797252,1,0,0.0,1.7300000000000182,62.08436724565696,1,0,1
2022-03-01 06:42:00+00:00,CBSE,2913.47,2915.23,2912.21,2913.4,49.08331412,241,2914.1138818021,2912.5652495555546,2910.615363814242,1,0,0.22000000000025466,0.0,56.836158192090316,1,0,1
2022-03-01 06:43:00+00:00,CBSE,2913.01,2914.95,2911.63,2913.02,50.23974386,318,2913.4018080519,2912.656204596507,2910.8373166232664,1,0,0.0,0.38000000000010914,57.51858204688395,1,0,1
2022-03-01 06:44:00+00:00,CBSE,2913.19,2913.93,2910.0,2911.13,119.0032479,380,2911.5082085199,2912.3509503815094,2910.8642943156515,1,0,0.0,1.8899999999998727,49.86551909628907,0,0,0
2022-03-01 06:45:00+00:00,CBSE,2910.98,2914.85,2910.62,2914.3,30.64160127,227,2912.7283803472,2912.7407738885745,2911.180575862961,1,0,3.1700000000000728,0.0,51.55925155925245,1,0,1
2022-03-01 06:46:00+00:00,CBSE,2914.05,2915.77,2913.74,2914.74,32.936309,215,2914.5042767558,2913.140630257228,2911.5078708082688,1,0,0.4399999999995998,0.0,54.21245421245323,1,0,1
2022-03-01 06:47:00+00:00,CBSE,2915.03,2915.49,2912.66,2912.66,21.30889153,210,2914.3018659177,2913.0445020620523,2911.6137006613053,1,0,0.0,2.0799999999999272,48.42857142857072,0,0,0
2022-03-01 06:48:00+00:00,CBSE,2912.51,2915.08,2912.4,2912.62,57.24486027,205,2913.6486716546,2912.959600134941,2911.706047749112,1,0,0.0,0.03999999999996362,50.147928994082704,1,0,1
2022-03-01 06:49:00+00:00,CBSE,2912.75,2914.26,2910.91,2913.85,77.57300538,331,2912.5548544282,2913.137682649631,2911.9026270702198,1,0,1.2300000000000182,0.0,52.198581560283294,1,0,1
2022-03-01 06:50:00+00:00,CBSE,2914.23,2919.13,2912.85,2919.11,33.18805317,346,2916.6822105353,2914.3321597582226,2912.5629564728156,1,0,5.260000000000218,0.0,65.30448717948781,1,0,1
2022-03-01 06:51:00+00:00,CBSE,2918.6,2921.36,2916.89,2917.11,262.67475973,462,2919.435236691,2914.887732881397,2912.9792548588816,1,0,0.0,2.0,62.93436293436341,1,0,1
2022-03-01 06:52:00+00:00,CBSE,2916.54,2924.09,2916.3,2920.93,150.00895103,403,2921.5694822063,2916.096195135965,2913.7067056393867,1,0,3.819999999999709,0.0,71.2464589235129,1,0,1
2022-03-01 06:53:00+00:00,CBSE,2920.92,2921.76,2919.08,2921.41,34.81365726,331,2920.2011653164,2917.158962321716,2914.411103514407,1,0,0.4800000000000182,0.0,65.63690224291152,1,0,1
2022-03-01 06:54:00+00:00,CBSE,2921.51,2921.74,2918.59,2919.9,21.9389731,282,2920.091743888,2917.707172421244,2914.912747474553,1,0,0.0,1.5099999999997635,60.28865979381511,1,0,1
2022-03-01 06:55:00+00:00,CBSE,2919.95,2921.16,2916.99,2920.9,45.80276127,288,2919.121195515,2918.3457403261614,2915.459673050381,1,0,1.0,0.0,66.41156462585121,1,0,1
2022-03-01 06:56:00+00:00,CBSE,2920.4,2920.9,2919.26,2919.44,31.11574478,311,2920.06560558,2918.564592915989,2915.8231096685477,1,0,0.0,1.4600000000000364,62.197092084006734,1,0,1
2022-03-01 06:57:00+00:00,CBSE,2919.43,2920.04,2918.12,2919.47,51.98876577,265,2919.4427579413,2918.745674766396,2916.1559679209495,1,0,0.02999999999974534,0.0,63.21179844326116,1,0,1
2022-03-01 06:58:00+00:00,CBSE,2919.53,2920.69,2915.72,2916.81,32.18956061,340,2919.1125109338,2918.3585390715125,2916.215640963321,1,0,0.0,2.6599999999998545,61.27879269261334,1,0,1
2022-03-01 06:59:00+00:00,CBSE,2916.86,2918.33,2916.11,2918.2,69.28313743,372,2917.111111486,2918.3268312086175,2916.3966316617552,1,0,1.3899999999998727,0.0,58.33333333333301,1,0,1
2022-03-01 07:00:00+00:00,CBSE,2918.31,2918.31,2915.91,2916.22,21.50153377,232,2916.7979446999,2917.9054644503,2916.380526151734,1,0,0.0,1.9800000000000182,52.967121090617624,1,0,1
2022-03-01 07:01:00+00:00,CBSE,2915.64,2917.81,2915.64,2917.52,31.24571867,246,2916.8162057805,2917.828371484627,2916.4843966161875,1,0,1.300000000000182,0.0,60.05794701986807,1,0,1
2022-03-01 07:02:00+00:00,CBSE,2917.44,2920.84,2916.57,2919.99,41.4796977,254,2918.3019211032,2918.260697526921,2916.803876155329,1,0,2.4699999999998,0.0,63.858593456186725,1,0,1
2022-03-01 07:03:00+00:00,CBSE,2920.32,2920.97,2918.52,2920.7,74.34629832,234,2920.0355784106,2918.7485583277717,2917.158865544597,1,0,0.7100000000000364,0.0,63.13770617568105,1,0,1
2022-03-01 07:04:00+00:00,CBSE,2920.2,2922.35,2919.68,2922.35,65.72149719,250,2920.8371281867,2919.4688470239234,2917.6317512018895,1,0,1.650000000000091,0.0,57.21282279608172,1,0,1
2022-03-01 07:05:00+00:00,CBSE,2922.43,2922.54,2919.72,2920.85,90.10905974,346,2921.2958565006,2919.7450777301106,2917.924862669384,1,0,0.0,1.5,58.515482695810405,1,0,1
2022-03-01 07:06:00+00:00,CBSE,2920.69,2926.69,2920.68,2922.95,183.1560384,487,2923.7262885441,2920.3860623900932,2918.382464555122,1,0,2.099999999999909,0.0,54.990118577075215,1,0,1
2022-03-01 07:07:00+00:00,CBSE,2922.95,2926.36,2922.09,2925.97,133.12954976,486,2923.2994868388,2921.502850199212,2919.0732989571384,1,0,3.019999999999982,0.0,60.00877963125568,1,0,1
2022-03-01 07:08:00+00:00,CBSE,2925.78,2929.66,2925.41,2929.15,242.60930971,485,2928.3416520589,2923.032280473955,2919.990640408453,1,0,3.180000000000291,0.0,68.91615541922305,1,0,1
2022-03-01 07:09:00+00:00,CBSE,2929.48,2932.24,2928.61,2931.06,207.10180346,463,2929.6973533123,2924.637824643357,2920.9982216538224,1,0,1.9099999999998545,0.0,70.03154574132489,1,0,1
2022-03-01 07:10:00+00:00,CBSE,2931.03,2931.83,2927.83,2929.43,104.35453857,383,2930.2423231881,2925.5962598408546,2921.765630334967,1,0,0.0,1.6300000000001091,69.56521739130412,1,0,1
2022-03-01 07:11:00+00:00,CBSE,2929.43,2929.86,2926.43,2927.35,129.92816587,354,2928.7437489818,2925.947007909622,2922.2738321223005,1,0,0.0,2.0799999999999272,64.28571428571452,1,0,1
2022-03-01 07:12:00+00:00,CBSE,2927.29,2929.95,2926.31,2927.79,204.83115829,505,2928.296203309,2926.315606358751,2922.7757794499844,1,0,0.44000000000005457,0.0,71.64826498422705,1,0,1
2022-03-01 07:13:00+00:00,CBSE,2927.24,2930.21,2926.79,2929.91,65.2678908,281,2928.2886483055,2927.034485135453,2923.4249063525904,1,0,2.119999999999891,0.0,72.4415484860099,1,0,1
2022-03-01 07:14:00+00:00,CBSE,2929.89,2930.58,2927.41,2928.44,98.21732652,323,2929.4502939349,2927.3155881235193,2923.881182694224,1,0,0.0,1.4699999999998,73.88584831899979,1,0,1
2022-03-01 07:15:00+00:00,CBSE,2928.62,2929.23,2924.92,2925.26,64.83339603,259,2926.845374122,2926.9044704810817,2924.0066193782563,1,0,0.0,3.1799999999998363,64.0932265112898,1,0,1
2022-03-01 07:16:00+00:00,CBSE,2925.19,2928.58,2924.85,2927.72,154.91557756,357,2927.0304052749,2927.0675763904937,2924.344418928605,1,0,2.4599999999995816,0.0,64.08014571949033,1,0,1
2022-03-01 07:17:00+00:00,CBSE,2927.56,2928.39,2926.78,2927.93,62.27477534,343,2927.4333497305,2927.240061117157,2924.670573505286,1,0,0.21000000000003638,0.0,63.41372912801519,1,0,1
2022-03-01 07:18:00+00:00,CBSE,2928.26,2929.06,2927.01,2928.79,42.84113216,281,2927.8673702695,2927.5500489005717,2925.045268035612,1,0,0.8600000000001273,0.0,62.308868501529446,1,0,1
2022-03-01 07:19:00+00:00,CBSE,2928.77,2930.47,2928.36,2929.24,47.88408788,296,2929.6248853573,2927.8880391264292,2925.4267935604644,1,0,0.4499999999998181,0.0,66.7064914376745,1,0,1
2022-03-01 07:20:00+00:00,CBSE,2929.15,2930.04,2927.43,2927.43,52.88783093,232,2928.6339086613,2927.7964312998483,2925.6089840939135,1,0,0.0,1.8099999999999454,59.024979854955994,1,0,1
2022-03-01 07:21:00+00:00,CBSE,2926.75,2928.79,2923.04,2923.46,128.95580042,283,2927.4942788751,2926.929145030071,2925.4135430510355,1,0,0.0,3.9699999999998,45.1299961195191,0,0,0
2022-03-01 07:22:00+00:00,CBSE,2923.59,2923.7,2918.79,2919.65,74.52914733,300,2921.1063246649,2925.473316010887,2924.8893923431965,1,0,0.0,3.8099999999999454,32.0075757575749,0,0,0
2022-03-01 07:23:00+00:00,CBSE,2919.73,2922.69,2919.22,2921.56,113.50806502,264,2921.1417007721,2924.6906528030454,2924.586619356128,1,0,1.9099999999998545,0.0,32.0075757575749,0,0,0
2022-03-01 07:24:00+00:00,CBSE,2921.48,2923.41,2920.72,2921.99,64.66141322,270,2922.2860103335,2924.150522239309,2924.3504914747605,0,1,0.4299999999998363,0.0,35.23809523809423,0,0,0
2022-03-01 07:25:00+00:00,CBSE,2922.05,2922.92,2920.74,2921.77,28.38482585,229,2921.8495608643,2923.674417789242,2924.1158366772943,0,1,0.0,0.2199999999997999,38.046272493572566,0,0,0
2022-03-01 07:26:00+00:00,CBSE,2921.74,2922.17,2920.24,2921.87,57.5898892,221,2921.3877152158,2923.3135342300566,2923.911618546613,0,1,0.09999999999990905,0.0,37.13043478260752,0,0,0
2022-03-01 07:27:00+00:00,CBSE,2921.86,2922.36,2919.59,2921.33,97.67732097,255,2921.1410589625,2922.9168273828695,2923.676872489859,0,1,0.0,0.5399999999999636,29.97198879551675,0,0,0
2022-03-01 07:28:00+00:00,CBSE,2921.33,2924.18,2920.02,2920.13,64.65566827,314,2922.124389355,2922.3594619049736,2923.35436276432,0,1,0.0,1.199999999999818,30.35460992907653,0,0,0
2022-03-01 07:29:00+00:00,CBSE,2920.12,2925.71,2920.1,2925.22,93.95215051,277,2923.2456223963,2922.931569525064,2923.523998077594,0,1,5.089999999999691,0.0,49.91326973113525,0,0,0
2022-03-01 07:30:00+00:00,CBSE,2925.22,2925.22,2921.67,2921.75,91.85401164,319,2923.3537402162,2922.6952556196925,2923.3626979256355,0,1,0.0,3.4699999999998,37.598670544245515,0,0,0
2022-03-01 07:31:00+00:00,CBSE,2921.64,2922.02,2919.49,2920.17,40.62359409,196,2920.9164562778,2922.190204495141,2923.072407504687,0,1,0.0,1.5799999999999272,34.74842767295537,0,0,0
2022-03-01 07:32:00+00:00,CBSE,2920.34,2921.74,2919.65,2919.99,27.9931824,250,2920.7916603927,2921.7501635956855,2922.7921490092563,0,1,0.0,0.18000000000029104,32.229402261710916,0,0,0
2022-03-01 07:33:00+00:00,CBSE,2919.91,2922.16,2919.02,2921.56,40.52445252,279,2919.994004543,2921.7121308765186,2922.680121061253,0,1,1.5700000000001637,0.0,35.16228748067965,0,0,0
2022-03-01 07:34:00+00:00,CBSE,2921.78,2922.35,2920.41,2921.15,15.82706606,257,2921.4109191091,2921.5997047011447,2922.5410028881574,0,1,0.0,0.4099999999998545,37.173202614378894,0,0,0
2022-03-01 07:35:00+00:00,CBSE,2921.38,2922.43,2920.67,2922.11,60.43345194,208,2921.2769359707,2921.7017637609665,2922.5018166441337,0,1,0.9600000000000364,0.0,46.85607824871919,0,0,0
2022-03-01 07:36:00+00:00,CBSE,2921.99,2922.62,2920.75,2921.21,18.68026376,264,2921.5346749998,2921.6034110087344,2922.384367423565,0,1,0.0,0.900000000000091,54.202586206896626,1,0,0
2022-03-01 07:37:00+00:00,CBSE,2921.18,2922.28,2920.46,2921.59,21.56511223,142,2921.2111916765,2921.6007288069864,2922.3121458618616,0,1,0.38000000000010914,0.0,50.088079859072806,1,0,0
2022-03-01 07:38:00+00:00,CBSE,2921.74,2923.24,2920.86,2922.52,78.8307,201,2921.7860658015,2921.784583045636,2922.3310432010303,0,1,0.9299999999998363,0.0,51.511694238449,1,0,0
2022-03-01 07:39:00+00:00,CBSE,2922.63,2925.07,2922.42,2923.56,84.56171137,231,2923.2598714377,2922.1396664365807,2922.442774654264,0,1,1.0399999999999636,0.0,54.87738419618534,1,0,0
2022-03-01 07:40:00+00:00,CBSE,2923.24,2924.25,2922.32,2924.24,81.29835767,150,2923.4014048036,2922.559733149333,2922.6061695555745,0,1,0.6799999999998363,0.0,56.25990491283669,1,0,0
2022-03-01 07:41:00+00:00,CBSE,2924.11,2925.81,2923.66,2923.91,42.25300067,180,2924.3570348239,2922.829786519502,2922.724706704847,1,0,0.0,0.32999999999992724,56.89102564102568,1,0,1
2022-03-01 07:42:00+00:00,CBSE,2923.92,2925.94,2922.07,2922.76,63.83510589,291,2923.8424136083,2922.8158292156,2922.7279153611594,1,0,0.0,1.1499999999996362,57.04338510980243,1,0,1
2022-03-01 07:43:00+00:00,CBSE,2922.85,2922.85,2916.14,2916.61,90.07752017,338,2919.2966587663,2921.5746633723766,2922.1717136701927,0,1,0.0,6.150000000000091,28.180435884440286,0,0,0
2022-03-01 07:44:00+00:00,CBSE,2916.61,2917.89,2914.12,2915.49,119.88527008,389,2915.4904311112,2920.3577306978204,2921.564257784216,0,1,0.0,1.1200000000003456,31.99079401610996,0,0,0
2022-03-01 07:45:00+00:00,CBSE,2915.77,2918.24,2914.91,2917.64,87.21337738,308,2916.6537785811,2919.814184558227,2921.2074924629333,0,1,2.150000000000091,0.0,42.95264623955387,0,0,0
2022-03-01 07:46:00+00:00,CBSE,2917.64,2920.43,2917.26,2919.59,23.86589572,199,2918.8039599871,2919.76934764658,2921.060442217765,0,1,1.9500000000002728,0.0,48.98580121703947,0,0,0
2022-03-01 07:47:00+00:00,CBSE,2919.59,2920.19,2917.54,2918.94,15.8603706,222,2918.6305782813,2919.603478117259,2920.867668217552,0,1,0.0,0.650000000000091,43.03191489361738,0,0,0
2022-03-01 07:48:00+00:00,CBSE,2919.26,2919.98,2915.83,2915.99,65.07290955,199,2918.7373629663,2918.8807824937876,2920.424230187356,0,1,0.0,2.950000000000273,37.9100281162133,0,0,0
2022-03-01 07:49:00+00:00,CBSE,2916.01,2918.09,2916.01,2918.02,36.57506902,188,2916.9284632111,2918.708625995026,2920.2056576916357,0,1,2.0300000000002,0.0,40.874609549308325,0,0,0
2022-03-01 07:50:00+00:00,CBSE,2918.01,2919.29,2917.35,2919.29,17.76648332,223,2918.3683521359,2918.8249007960226,2920.1224139660976,0,1,1.2699999999999818,0.0,45.78577699736608,0,0,0
2022-03-01 07:51:00+00:00,CBSE,2919.38,2920.26,2918.81,2918.99,19.22934295,137,2919.8625652817,2918.8579206368186,2920.0194648615516,0,1,0.0,0.3000000000001819,44.27312775330335,0,0,0
2022-03-01 07:52:00+00:00,CBSE,2918.84,2923.58,2918.73,2921.93,61.27073863,219,2922.114523771,2919.472336509462,2920.193153525022,0,1,2.9400000000000546,0.0,48.80615135572618,0,0,0
2022-03-01 07:53:00+00:00,CBSE,2921.51,2922.26,2920.77,2922.02,20.11740478,222,2921.7682317288,2919.9818692075746,2920.3592336508877,0,1,0.09000000000014552,0.0,46.759259259259494,0,0,0
2022-03-01 07:54:00+00:00,CBSE,2922.01,2922.01,2918.61,2919.91,13.83198454,178,2920.3091137078,2919.967495366059,2920.318393518619,0,1,0.0,2.1100000000001273,41.40531957125907,0,0,0
2022-03-01 07:55:00+00:00,CBSE,2919.9,2921.1,2919.03,2920.8,31.29106668,230,2919.9118787225,2920.1339962928487,2920.362176617458,0,1,0.8900000000003274,0.0,43.96116504854475,0,0,0
2022-03-01 07:56:00+00:00,CBSE,2920.8,2922.0,2920.18,2921.18,19.92589319,184,2921.0334463542,2920.34319703428,2920.436525265093,0,1,0.3799999999996544,0.0,46.837469975980255,0,0,0
2022-03-01 07:57:00+00:00,CBSE,2921.25,2921.89,2920.32,2920.54,14.53411775,144,2921.1444137644,2920.382557627424,2920.445932181951,0,1,0.0,0.6399999999998727,60.09244992295714,1,0,0
2022-03-01 07:58:00+00:00,CBSE,2920.7,2922.04,2919.78,2922.04,12.59484249,230,2920.7205325852,2920.7140461019403,2920.590849157588,1,0,1.5,0.0,66.49874055415557,1,0,1
2022-03-01 07:59:00+00:00,CBSE,2921.82,2923.92,2920.74,2922.5,58.273805,216,2921.8888827081,2921.071236881553,2920.764410197184,1,0,0.4600000000000364,0.0,63.38105726872192,1,0,1
2022-03-01 08:00:00+00:00,CBSE,2923.2,2925.22,2920.95,2922.63,96.07705293,346,2923.3994211254,2921.3829895052427,2920.9340109332466,1,0,0.13000000000010914,0.0,59.30232558139463,1,0,1
2022-03-01 08:01:00+00:00,CBSE,2923.01,2924.73,2921.89,2923.03,69.33022597,247,2923.301317626,2921.712391604194,2921.124557092466,1,0,0.40000000000009095,0.0,62.7097576134241,1,0,1
2022-03-01 08:02:00+00:00,CBSE,2922.79,2925.72,2921.69,2925.72,50.22111594,230,2923.421200293,2922.5139132833565,2921.5423280151326,1,0,2.6899999999996,0.0,80.73278584965188,1,0,1
2022-03-01 08:03:00+00:00,CBSE,2925.54,2927.47,2925.13,2926.37,47.31167995,258,2926.5134535463,2923.2851306266857,2921.9812105198534,1,0,0.650000000000091,0.0,78.89273356401299,1,0,1
2022-03-01 08:04:00+00:00,CBSE,2926.36,2930.04,2925.54,2929.53,68.4420109,292,2928.828732262,2924.5341045013497,2922.667468705189,1,0,3.1600000000003092,0.0,81.33414932680496,1,0,1
2022-03-01 08:05:00+00:00,CBSE,2929.27,2930.44,2926.43,2927.02,34.45741042,200,2927.5351728708,2925.03128360108,2923.0631557775573,1,0,0.0,2.5100000000002183,71.64420485175182,1,0,1
2022-03-01 08:06:00+00:00,CBSE,2926.94,2929.72,2926.31,2928.57,33.32898542,225,2928.3129851136,2925.739026880864,2923.5637807506296,1,0,1.550000000000182,0.0,69.34731934731944,1,0,1
2022-03-01 08:07:00+00:00,CBSE,2928.28,2929.68,2927.78,2928.0,10.59747685,144,2929.2002428617,2926.1912215046914,2923.9670754390218,1,0,0.0,0.5700000000001637,66.95011337868411,1,0,1
2022-03-01 08:08:00+00:00,CBSE,2927.99,2928.37,2920.72,2920.72,58.08722874,219,2922.8142995663,2925.0969772037524,2923.6718854124006,1,0,0.0,7.2800000000002,51.77553704515544,1,0,1
2022-03-01 08:09:00+00:00,CBSE,2921.22,2925.45,2920.97,2924.27,28.03072098,189,2924.048974305,2924.931581763002,2923.7262596919413,1,0,3.550000000000182,0.0,56.8119356105216,1,0,1
2022-03-01 08:10:00+00:00,CBSE,2924.63,2924.85,2921.7,2922.41,61.46488597,232,2923.3580551371,2924.4272654104016,2923.6065992675613,1,0,0.0,1.8600000000001273,52.282003710575076,1,0,1
2022-03-01 08:11:00+00:00,CBSE,2922.51,2922.98,2920.97,2921.58,28.82305726,234,2921.977192645,2923.8578123283214,2923.422362337308,1,0,0.0,0.8299999999999272,51.915991156963734,1,0,1
2022-03-01 08:12:00+00:00,CBSE,2921.4,2923.42,2921.4,2922.63,49.17816283,221,2922.4229097101,2923.6122498626573,2923.3503291724896,1,0,1.050000000000182,0.0,51.105282877482416,1,0,1
