timestamp,exchange,open,high,low,close,volume,trade_count,vwap,9_EMA,21_EMA,golden_cross,death_cross,up_moves,down_moves,rsi,upper_bound,lower_bound,buy
2022-03-01 06:13:00+00:00,CBSE,43114.31,43187.35,43109.4,43159.09,6.72652654,312,43155.9422023983,43124.293014250936,43134.55964744399,0,1,44.779999999998836,0.0,43.14637398071395,0,0,0
2022-03-01 06:14:00+00:00,CBSE,43163.47,43192.19,43156.48,43172.58,2.61799807,227,43170.8680834365,43134.30259211269,43139.103901397735,0,1,13.490000000005239,0.0,45.42884352121885,0,0,0
2022-03-01 06:15:00+00:00,CBSE,43167.67,43221.55,43167.67,43206.29,5.38749497,301,43197.4384403499,43149.11706400319,43146.910719653715,1,0,33.70999999999913,0.0,51.75804032661273,1,0,1
2022-03-01 06:16:00+00:00,CBSE,43204.71,43233.85,43190.36,43223.06,10.24725789,338,43208.3314600747,43164.246332031835,43155.54079612552,1,0,16.7699999999968,0.0,55.51061678463018,1,0,1
2022-03-01 06:17:00+00:00,CBSE,43223.06,43257.47,43213.76,43257.38,5.41218828,284,43234.1992180995,43183.21477063762,43166.82922954311,1,0,34.31999999999971,0.0,57.29051891494758,1,0,1
2022-03-01 06:18:00+00:00,CBSE,43256.89,43256.89,43224.78,43248.05,10.17094719,290,43242.609040415,43196.37142386554,43175.656219310134,1,0,0.0,9.32999999999447,54.258457123117,1,0,1
2022-03-01 06:19:00+00:00,CBSE,43248.85,43257.45,43231.05,43249.62,3.31386048,234,43242.5313419095,43207.14535405042,43183.55418106158,1,0,1.569999999999709,0.0,63.593373307782485,1,0,1
2022-03-01 06:20:00+00:00,CBSE,43253.42,43265.3,43236.28,43263.74,4.87575469,363,43252.653831992,43218.56965380726,43191.98275959434,1,0,14.119999999995343,0.0,66.01513240857554,1,0,1
2022-03-01 06:21:00+00:00,CBSE,43263.73,43269.98,43242.26,43260.34,5.18020518,244,43255.8543533391,43226.98582341655,43199.06737004486,1,0,0.0,3.400000000001455,74.63593468888894,1,0,1
2022-03-01 06:22:00+00:00,CBSE,43260.25,43283.71,43254.37,43280.13,4.07319601,288,43271.3474385692,43237.677772862866,43207.36315840195,1,0,19.790000000000873,0.0,77.9103410162223,1,0,1
2022-03-01 06:23:00+00:00,CBSE,43280.14,43360.0,43275.49,43360.0,5.40388395,489,43323.881851906,43262.2582965314,43222.80720052262,1,0,79.87000000000262,0.0,83.13516326265125,1,0,1
2022-03-01 06:24:00+00:00,CBSE,43357.99,43376.8,43340.73,43365.05,12.61339012,422,43361.5858196296,43282.89459897151,43237.053214160194,1,0,5.05000000000291,0.0,96.2260235391788,1,0,1
2022-03-01 06:25:00+00:00,CBSE,43365.05,43365.05,43301.34,43308.68,5.9429513,253,43332.1114530134,43288.067312745305,43244.161133322,1,0,0.0,56.37000000000262,80.72147978684862,1,0,1
2022-03-01 06:26:00+00:00,CBSE,43308.68,43322.16,43298.13,43303.77,2.98014968,293,43312.8716133368,43291.21546195396,43250.02760183592,1,0,0.0,4.9100000000034925,78.06981154438742,1,0,1
2022-03-01 06:27:00+00:00,CBSE,43307.1,43346.68,43307.09,43333.72,5.73125816,272,43327.929987666,43299.73284457719,43258.20290454177,1,0,29.950000000004366,0.0,77.06183170618316,1,0,1
2022-03-01 06:28:00+00:00,CBSE,43333.72,43360.45,43327.19,43359.01,3.48126012,204,43338.82436244,43311.6066494849,43267.98376564705,1,0,25.290000000000873,0.0,77.87113170877528,1,0,1
2022-03-01 06:29:00+00:00,CBSE,43359.65,43365.05,43337.2,43352.28,5.22000624,221,43349.9272706451,43319.75140230354,43276.11293034768,1,0,0.0,6.730000000003201,73.74052753114026,1,0,1
2022-03-01 06:30:00+00:00,CBSE,43353.45,43376.47,43352.28,43373.16,5.73866653,293,43361.5298681489,43330.44371099246,43285.42029255532,1,0,20.880000000004657,0.0,74.08691186854065,1,0,1
2022-03-01 06:31:00+00:00,CBSE,43373.15,43409.14,43373.14,43406.51,13.92954629,302,43390.2038326103,43345.669031535675,43296.97574207051,1,0,33.349999999998545,0.0,74.0059882167344,1,0,1
2022-03-01 06:32:00+00:00,CBSE,43401.73,43408.45,43388.45,43401.59,15.06302069,261,43399.7049095153,43356.860318549385,43306.91404011143,1,0,0.0,4.92000000000553,75.07184846505233,1,0,1
2022-03-01 06:33:00+00:00,CBSE,43398.81,43450.0,43397.81,43398.05,12.97027014,339,43420.9187683296,43365.10243408859,43315.53663750469,1,0,0.0,3.539999999993597,74.08248693902564,1,0,1
2022-03-01 06:34:00+00:00,CBSE,43406.84,43420.01,43378.72,43385.83,9.78276143,297,43397.5084082418,43369.24962957322,43322.16272662198,1,0,0.0,12.220000000001164,69.93175955855838,1,0,1
2022-03-01 06:35:00+00:00,CBSE,43383.74,43394.8,43357.57,43357.57,5.24044035,190,43383.586579328,43366.9129453612,43325.4891776332,1,0,0.0,28.260000000002037,64.68154501253215,1,0,1
2022-03-01 06:36:00+00:00,CBSE,43361.1,43364.34,43333.16,43333.18,2.78259002,233,43348.8926585006,43360.164604319456,43326.209527606596,1,0,0.0,24.389999999999418,57.90069401006746,1,0,1
2022-03-01 06:37:00+00:00,CBSE,43333.33,43334.67,43290.65,43319.69,4.84082616,273,43312.6323684796,43352.06800185702,43325.60056268494,1,0,0.0,13.489999999997963,42.517170967144125,0,0,0
2022-03-01 06:38:00+00:00,CBSE,43321.82,43326.81,43294.29,43314.34,4.86674913,293,43313.9733494957,43344.52114754936,43324.55137527566,1,0,0.0,5.350000000005821,40.597070276283695,0,0,0
2022-03-01 06:39:00+00:00,CBSE,43312.39,43383.71,43306.01,43377.04,1.48997273,180,43339.3298717292,43351.0257826538,43329.43088075541,1,0,62.700000000004366,0.0,62.384955431551994,1,0,1
2022-03-01 06:40:00+00:00,CBSE,43377.04,43381.87,43345.42,43372.01,4.25366144,262,43361.3557013415,43355.223072455454,43333.38105413864,1,0,0.0,5.029999999998836,62.357841361825464,1,0,1
2022-03-01 06:41:00+00:00,CBSE,43379.12,43388.61,43327.27,43349.01,9.99548476,251,43352.9166967137,43353.98035224542,43334.8282943984,1,0,0.0,23.0,52.84042355563811,1,0,1
2022-03-01 06:42:00+00:00,CBSE,43349.02,43354.37,43339.71,43344.03,2.7344629,203,43348.0116840685,43351.99014634994,43335.67893391515,1,0,0.0,4.980000000003201,46.99003375663034,0,0,0
